65941; -367; -41; -911
65951; -363; -37; -912
65961; -371; -41; -912
65971; -370; -42; -910
65981; -368; -38; -905
65991; -366; -35; -905
66001; -366; -37; -911
66011; -366; -40; -915
66021; -367; -44; -912
66031; -370; -38; -916
66041; -371; -39; -913
66051; -370; -40; -913
66061; -368; -41; -909
66071; -369; -41; -910
66081; -371; -40; -909
66091; -373; -38; -910
66101; -370; -38; -913
66111; -372; -37; -912
66121; -373; -35; -911
66131; -368; -34; -907
66141; -362; -37; -912
66151; -363; -35; -909
66161; -361; -38; -915
66171; -365; -40; -912
66181; -372; -42; -914
66191; -375; -41; -917
66201; -375; -41; -915
66211; -375; -45; -916
66221; -370; -39; -910
66231; -367; -37; -911
66241; -363; -36; -912
66251; -365; -34; -907
66261; -360; -38; -911
66271; -359; -32; -906
66281; -360; -38; -911
66291; -364; -36; -910
66301; -364; -40; -915
66311; -374; -41; -910
66321; -374; -39; -913
66331; -375; -39; -910
66341; -375; -39; -911
66351; -368; -37; -912
66361; -371; -41; -912
66371; -368; -38; -915
66381; -372; -44; -913
66391; -370; -36; -917
